Pregunta,Respuesta 1,Respuesta 2,Respuesta 3,Respuesta 4,Solución (1-4)
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 11), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Determinará el archivo automático de las actuaciones sin recurso posible.,Supone una vulneración del principio de tipicidad sancionadora.,1
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 12), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,Es competencia exclusiva del Consejo de Ministros.,Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",4
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 13), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,2
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 14), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Supone una vulneración del principio de tipicidad sancionadora.,Es competencia exclusiva del Consejo de Ministros.,Es un trámite de carácter meramente facultativo y no vinculante.,1
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 15), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Supone una vulneración del principio de tipicidad sancionadora.,Es un trámite de carácter meramente facultativo y no vinculante.,1
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 16), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Supone una vulneración del principio de tipicidad sancionadora.,Determinará el archivo automático de las actuaciones sin recurso posible.,2
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 17), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Es competencia exclusiva del Consejo de Ministros.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",4
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 18), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Determinará el archivo automático de las actuaciones sin recurso posible.,Determinará el archivo automático de las actuaciones sin recurso posible.,Determinará el archivo automático de las actuaciones sin recurso posible.,1
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 19), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,1
"En relación con el contenido específico del Acto Administrativo (Pregunta avanzada 20), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el acto administrativo.",Producirá efectos retroactivos solo cuando se dicte en sustitución de actos anulados.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,1
