Pregunta,Respuesta 1,Respuesta 2,Respuesta 3,Respuesta 4,Solución (1-4)
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 11), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Es un trámite de carácter meramente facultativo y no vinculante.,Supone una vulneración del principio de tipicidad sancionadora.,2
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 12), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Supone una vulneración del principio de tipicidad sancionadora.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,3
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 13), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Es competencia exclusiva del Consejo de Ministros.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",4
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 14), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,1
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 15), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,1
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 16), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Es competencia exclusiva del Consejo de Ministros.,Requiere informe previo de la Abogacía del Estado en el plazo de diez días hábiles.,Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",4
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 17), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?",Determinará el archivo automático de las actuaciones sin recurso posible.,"La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Determinará el archivo automático de las actuaciones sin recurso posible.,Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,2
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 18), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Supone una vulneración del principio de tipicidad sancionadora.,Debe publicarse obligatoriamente en el Boletín Oficial del Estado para tener validez.,1
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 19), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Supone una vulneración del principio de tipicidad sancionadora.,Incurre en causa de anulabilidad y será convalidable subsanando los vicios de forma.,Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,1
"En relación con el contenido específico del Eficacia y Notificación (Pregunta avanzada 20), si nos atenemos a los plazos, requisitos formales y jurisprudencia consolidada de la materia reguladora aplicable, ¿cuál de las siguientes afirmaciones es la jurídicamente correcta?","La aplicación de los principios rectores debe garantizar en todo caso la adecuación a derecho, evitando la arbitrariedad y respetando el principio de legalidad procedimental específica que rige el eficacia y notificación.",Se aplicará supletoriamente la Ley de Jurisdicción Contencioso-Administrativa.,Es competencia exclusiva del Consejo de Ministros.,Queda supeditado a la aprobación del superior jerárquico según el reglamento orgánico.,1
